ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE
756,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
757,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
758,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
759,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
760,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
761,Dietary Supplement/Medications/Remedy,Piperine 4 (Homeopathic),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
762,Dietary Supplement/Medications/Remedy,Piperine 4 (Homeopathic),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
763,Dietary Supplement/Medications/Remedy,Piperine 4 (Homeopathic),Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
764,Jewelry,Tabiz,Lead,160.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,True,False
765,Religious powder,Tabiz Powder,Lead,760.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,True,False
766,Food-Spice,Dry Mango Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
767,Food Other,Rice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
768,Food Other,Rice and lentil,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
769,Food Other,Rock Salt,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
770,Food-Spice,Asafoetida (Hing),Lead,1.7,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,False
771,Food-Spice,Garam Masala,Lead,2.2,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,False
772,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
773,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
774,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,True
775,Religious powder,Incense stick,Lead,1.9,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,False
776,Other,Grinding Stone,Lead,3.9,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29,False,False
777,Food Other,Bay Leaves,Lead,1.9,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-04-01,False,False
778,Food-Spice,Cinnamon,Lead,2.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-04-01,False,False
779,Cosmetics,Surma,Lead,350000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-04-06,True,False
780,Other,Shea Butter,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-04-11,False,True
781,Jewelry,Assorted Beads,Lead,-1.0,ppm,Amscan,UNKNOWN OR NOT STATED,2013-04-11,False,True
782,Cosmetics,Surma (Hashmi),Lead,930000.0,ppm,HASHMI,PAKISTAN,2013-04-17,True,False
783,Cosmetics,Trividol,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,COLOMBIA,2013-04-30,False,True
784,Tableware/Pottery,Clay Pot Cover,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-05-01,False,True
785,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Arsenic,2.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-03,False,False
786,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Lead,1400.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-03,True,False
787,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-03,False,True
788,Food Other,Chocolate,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-21,False,True
789,Food-Candy,Peppermint candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-21,False,True
790,Food Other,Pollito Alvbro,Lead,-1.0,ppm,"Productos Alvbro , S.A. DE C.V.",MEXICO,2013-05-21,False,True
791,Food Other,Manita de la suerte,Lead,-1.0,ppm,"Confitera Mexicana, S.A. DE C.V.",MEXICO,2013-05-21,False,True
792,Food Other,Mango,Lead,62.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-05-30,True,False
793,Food-Spice,Fried Rice Seasoning,Lead,-1.0,ppm,Chief,TRINIDAD AND TOBAGO,2013-06-03,False,True
794,Toys/Children's Products,Spinning Top,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2013-06-05,False,True
795,Cosmetics,Surma,Lead,530000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-07,True,False
796,Food-Spice,Turmeric,Lead,61.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-06-07,True,False
797,Food-Spice,Red Chilli Powder,Lead,3.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-06-07,False,False
798,Dietary Supplement/Medications/Remedy,Aroma Natural,Lead,4.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2013-06-07,False,False
799,Dietary Supplement/Medications/Remedy,Sol Andino,Lead,1.8,ppm,Paraguay Sol Adino,PARAGUAY,2013-06-07,False,False
800,Cosmetics,Surma,Lead,390000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-07,True,False
801,Dietary Supplement/Medications/Remedy,Herbs (Tuckahoe Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co.,CHINA,2013-06-12,False,True
802,Dietary Supplement/Medications/Remedy,Herbs (Ophiopogon Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co,CHINA,2013-06-12,False,True
803,Dietary Supplement/Medications/Remedy,Herbs (Wild Jujube Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb work Co.,CHINA,2013-06-12,False,True
804,Dietary Supplement/Medications/Remedy,Herbs (Coptis Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herbs Co,CHINA,2013-06-12,False,True
805,Dietary Supplement/Medications/Remedy,Herbs (Albizzia Tea),Lead,3.7,ppm,Jiangyin Tianjiang Herbs work CO,CHINA,2013-06-12,False,False
806,Dietary Supplement/Medications/Remedy,Polygala Tenuifolia Tea,Lead,-1.0,ppm,Jiangyin Tianjian Herb Work Co,CHINA,2013-06-12,False,True
807,Dietary Supplement/Medications/Remedy,Biota seed,Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co,CHINA,2013-06-12,False,True
808,Dietary Supplement/Medications/Remedy,Herbs (Fleeceflower Tea),Lead,-1.0,ppm,Jiangyin Tianjiang herb Work Co,CHINA,2013-06-12,False,True
809,Dietary Supplement/Medications/Remedy,Herbs (Lily Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co,CHINA,2013-06-12,False,True
810,Dietary Supplement/Medications/Remedy,Herb (Asparagus root),Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co,CHINA,2013-06-12,False,True
811,Dietary Supplement/Medications/Remedy,Herbs Schisandra Tea,Lead,-1.0,ppm,Jiangyin Tianjiang Herb Co,CHINA,2013-06-12,False,True
812,Dietary Supplement/Medications/Remedy,Balance & Comfort II (Yan Hu Suo Capsules),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-06-12,False,True
813,Food-Spice,Sweet potatoes,Lead,-1.0,ppm,GERBER,UNITED STATES,2013-06-12,False,True
814,Food-Spice,Orange powder,Lead,0.98,ppm,UNKNOWN OR NOT STATED,TOGO,2013-06-17,False,False
815,Food-Candy,Zaza cream chewy candy,Lead,-1.0,ppm,PECCIN,BRAZIL,2013-06-19,False,True
816,Toys/Children's Products,Crayon,Lead,0.95,ppm,CRAYON,CHINA,2013-06-25,False,False
817,Toys/Children's Products,Crayon,Lead,1.2,ppm,kidcentives,CHINA,2013-06-25,False,False
818,Jewelry,Mother Theresa Jewelry Charm,Lead,460.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-06-25,True,False
819,Food-Spice,Turmeric root,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-06-25,False,True
820,Dietary Supplement/Medications/Remedy,Selenium 200 MCG,Lead,-1.0,ppm,"Solgar, Inc.",UNITED STATES,2013-06-25,False,True
821,Food-Spice,Turmeric Root Powder (Curcuma longa),Lead,0.91,ppm,Mountain Rose Herbs,INDIA,2013-06-25,False,False
822,Dietary Supplement/Medications/Remedy,Turmeric Standardized,Lead,-1.0,ppm,Nature's Way Products,UNITED STATES,2013-06-25,False,True
823,Dietary Supplement/Medications/Remedy,Turmeric Root Extract,Lead,-1.0,ppm,Bluebonnet Nutrition Corporation,UNITED STATES,2013-06-25,False,True
824,Dietary Supplement/Medications/Remedy,Pure Hericium Capsules,Lead,-1.0,ppm,Aloha Medicinals Inc.,UNITED STATES,2013-06-25,False,True
825,Dietary Supplement/Medications/Remedy,Holy Basil Force,Lead,-1.0,ppm,"New Chapter, Inc.",UNITED STATES,2013-06-25,False,True
826,Food-Spice,Green spices,Lead,7100.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,True,False
827,Food-Spice,Red hot spices,Lead,4300.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,True,False
828,Food Other,Cereal,Lead,1.6,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,False,False
829,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,False,True
830,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,False,True
831,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,False,True
832,Food-Spice,Shan spice mix for meat & vegetable,Lead,-1.0,ppm,Shan Foods (Private) Ltd.,PAKISTAN,2013-06-27,False,True
833,Food Other,Basmati Rice Extra Long Kernel,Lead,-1.0,ppm,DATA CORPORATION,PAKISTAN,2013-06-27,False,True
834,Cosmetics,Surma Special,Lead,620000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27,True,False
835,Food Other,Mango Drink,Lead,2.0,ppm,UNKNOWN OR NOT STATED,UNITED ARAB EMIRATES,2013-06-27,False,False
836,Toys/Children's Products,Plastic toy,Lead,3.6,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-09,False,False
837,Food-Spice,Acirrico chili powder with lemon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-07-16,False,True
838,Food-Candy,Pollito Alvbro,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-07-16,False,True
839,Food-Candy,Pulpa de Tamarindo,Lead,2.2,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-07-16,False,False
840,Dietary Supplement/Medications/Remedy,Rasraj Ras (with gold) (Ayurvedic),Mercury,220000.0,ppm,Shree Baidyanath Ayurved Bhawan Pvt. Ltd.,INDIA,2013-07-17,True,False
841,Dietary Supplement/Medications/Remedy,Energen (Ayurvedic),Mercury,0.2,ppm,Global Remedies,INDIA,2013-07-17,False,False
842,Dietary Supplement/Medications/Remedy,Palsynorm (Ayurvedic),Mercury,0.098,ppm,Four-S Lab,INDIA,2013-07-17,False,False
843,Dietary Supplement/Medications/Remedy,Strainil (Ayurvedic),Mercury,0.14,ppm,Global Remedies,INDIA,2013-07-17,False,False
844,Dietary Supplement/Medications/Remedy,Brihadwata Chintamani (Bhi. Ra.) (Ayurvedic),Mercury,140000.0,ppm,Kumar Ayurvedic Drugs,INDIA,2013-07-17,True,False
845,Dietary Supplement/Medications/Remedy,Kapikachhu (Ayurvedic),Mercury,0.31,ppm,The Himalaya Drug Company,INDIA,2013-07-17,False,False
846,Dietary Supplement/Medications/Remedy,Vitisini,Mercury,13000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-07-17,True,False
847,Dietary Supplement/Medications/Remedy,Manasamitra Vatakam (Ayurvedic),Mercury,490.0,ppm,Amrita Drugs,INDIA,2013-07-17,True,False
848,Dietary Supplement/Medications/Remedy,Vasa Churna (Ayurvedic),Mercury,0.14,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-17,False,False
849,Dietary Supplement/Medications/Remedy,Dasamoolarishtam (Ayurvedic),Mercury,-1.0,ppm,Thaikkattu Mooss Vaidyaratnam Oushadhasala (P) Ltd,INDIA,2013-07-17,False,True
850,Dietary Supplement/Medications/Remedy,Koosmanda Rasayanam (Ayurvedic),Mercury,0.13,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,2013-07-17,False,False
851,Dietary Supplement/Medications/Remedy,Ashtavargam Kashayam (Ayurvedic),Mercury,-1.0,ppm,Thaikkattu Mooss Vaidyaratnam Oushadhasala (P) Ltd,INDIA,2013-07-17,False,True
852,Dietary Supplement/Medications/Remedy,Sahacharadi Thailam Mezhupakam (Ayurvedic),Mercury,-1.0,ppm,Vaidyaratnam Oushadhasala (P) Ltd,INDIA,2013-07-17,False,True
853,Dietary Supplement/Medications/Remedy,Dhanwanthari Gulika (Ayurvedic),Mercury,15.0,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushad,INDIA,2013-07-17,True,False
854,Dietary Supplement/Medications/Remedy,Shaddharanam Gulika (Ayurvedic),Mercury,0.46,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-17,False,False
855,Dietary Supplement/Medications/Remedy,Shilajeet Rasyan (Ayurvedic),Mercury,6.6,ppm,Divya Pharmacy,INDIA,2013-07-17,True,False
856,Dietary Supplement/Medications/Remedy,Arogya Vati (Ayurvedic),Mercury,0.13,ppm,Patanjali Ayurved Limited,INDIA,2013-07-17,False,False
857,Dietary Supplement/Medications/Remedy,Chandraprabha Vati (B.R.) (Ayurvedic),Mercury,12.0,ppm,Divya Pharmacy,INDIA,2013-07-17,True,False
858,Dietary Supplement/Medications/Remedy,Sanjeevni Vati (Ayurvedic),Mercury,8.6,ppm,Divya Pharmacy,INDIA,2013-07-17,True,False
859,Dietary Supplement/Medications/Remedy,Shatavar Choorna (Ayurvedic),Mercury,-1.0,ppm,Patanjali Ayurved Limited,INDIA,2013-07-17,False,True
860,Other,Cardboard,Lead,3.8,ppm,General Mills,UNKNOWN OR NOT STATED,2013-07-19,False,False
861,Toys/Children's Products,Pencil,Lead,3.2,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-19,False,False
862,Toys/Children's Products,Crayon,Lead,1.0,ppm,Cra-Z-Art,CHINA,2013-07-19,False,False
863,Toys/Children's Products,Crayon,Lead,4.9,ppm,Creative Kids TM,CHINA,2013-07-19,False,False
864,Toys/Children's Products,Crayon,Lead,-1.0,ppm,Fun Club,CHINA,2013-07-19,False,True
865,Toys/Children's Products,Crayon,Lead,1.2,ppm,Crayola,UNITED STATES,2013-07-23,False,False
866,Dietary Supplement/Medications/Remedy,Oyster shell,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-23,False,True
867,Dietary Supplement/Medications/Remedy,Acorrus Rhizome,Lead,5.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-23,True,False
868,Dietary Supplement/Medications/Remedy,Black Dates Tea or Zizphuskernel,Lead,-1.0,ppm,"Jiangyin Tianjiang Herb Work Co,",CHINA,2013-07-23,False,True
869,Dietary Supplement/Medications/Remedy,Gastrodia Tea or Gastrodia Tuber,Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co.,CHINA,2013-07-23,False,True
870,Toys/Children's Products,Toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-24,False,True
871,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-25,False,True
872,Food-Spice,Comino Cumin seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-25,False,True
873,Food-Candy,Dromec - Hard candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-25,False,True
874,Food-Candy,Hard candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-25,False,True
875,Food Other,Potato chips,Lead,-1.0,ppm,Barcel USA LLC,UNITED STATES,2013-07-25,False,True
876,Toys/Children's Products,Mexican Rattle,Lead,4.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-07-25,False,False
877,Toys/Children's Products,Toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-25,False,True
878,Food Other,Donitas,Lead,-1.0,ppm,"Fritos Totis, S.A. DE C.V.",MEXICO,2013-07-26,False,True
879,Dietary Supplement/Medications/Remedy,Sancochito Cough Syrup,Lead,-1.0,ppm,jarabe,DOMINICAN REPUBLIC,2013-08-06,False,True
880,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-08-06,False,True
881,Food-Spice,Pomegranate Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-08-06,False,True
882,Toys/Children's Products,Toy,Lead,4.6,ppm,Learning Curve Brand,UNITED STATES,2013-08-08,False,False
883,Food-Spice,Xarcho Sunely,Lead,7100.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-08-15,True,False
884,Food-Spice,Ucxo Sunely,Lead,8.2,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-08-15,True,False
885,Cosmetics,Pink Nail Polish,Lead,-1.0,ppm,Mark Wins International,UNKNOWN OR NOT STATED,2013-08-22,False,True
886,Cosmetics,Purple Nail Polish,Lead,-1.0,ppm,Mark Wins International,UNKNOWN OR NOT STATED,2013-08-22,False,True
887,Cosmetics,Surma,Lead,630000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-08-23,True,False
888,Toys/Children's Products,Wooden block,Lead,39.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-08-27,True,False
889,Food-Spice,Turmeric powder,Lead,510.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-08-29,True,False
890,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-08-29,False,True
891,Food-Spice,Chili powder,Lead,13.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-08-29,True,False
892,Food-Spice,Cinnamon stick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-08-29,False,True
893,Food Other,Salsa Picante,Lead,-1.0,ppm,Sala Tamazula S.A. D.E. C.V.,MEXICO,2013-09-03,False,True
894,Food Other,Red liquid for cooking,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MALI,2013-09-04,False,True
895,Food-Spice,Yellow mustard,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MALI,2013-09-04,False,True
896,Food-Spice,Ground okra powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MALI,2013-09-04,False,True
897,Food Other,Maggi Seasoning,Lead,-1.0,ppm,Maggi,MALI,2013-09-04,False,True
898,Toys/Children's Products,McDonald's Hello Kitty Toy,Lead,30.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-09-04,True,False
899,Toys/Children's Products,Squishy blue bear,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-09-04,False,True
900,Food-Spice,Brown seasoning powder,Lead,-1.0,ppm,Patisen Production,SENEGAL,2013-09-10,False,True
901,Food-Spice,Dark brown seasoning,Lead,-1.0,ppm,Patisen Production,SENEGAL,2013-09-10,False,True
902,Food-Spice,Bouillon en poudre,Lead,-1.0,ppm,Par Sonia S.A.R.L.,UNKNOWN OR NOT STATED,2013-09-10,False,True
903,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,False,True
904,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Lead,1.6,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,False,False
905,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Mercury,0.079,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,False,False
906,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (grayish pellets),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,False,True
907,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (grayish pellets),Lead,420000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,True,False
908,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (grayish pellets),Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24,False,True
909,Food-Candy,Huevitos,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2013-09-25,False,True
910,Toys/Children's Products,Crayons,Lead,1.3,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2013-10-03,False,False
911,Jewelry,Metal Bracelet,Lead,6.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-10,True,False
912,Food-Spice,Cumin,Lead,1200.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-10-11,True,False
913,Food-Spice,Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-10-11,False,True
914,Food Other,Pulp of Tamarind,Lead,-1.0,ppm,Garcia Magaha,MEXICO,2013-10-17,False,True
915,Food-Candy,Tamarindo Candy stick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-17,False,True
916,Food-Candy,Liquid Tamarindo Candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-17,False,True
917,Food-Candy,Granulated candy packs,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-10-17,False,True
918,Food-Candy,Portico powder candy,Lead,1.1,ppm,J Hecho,MEXICO,2013-10-17,False,False
919,Food-Candy,Granes Bolas de Fuego Rellenas,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-10-17,False,True
920,Food-Candy,Powder candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-10-17,False,True
921,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-18,False,True
922,Food-Spice,Chicken Tikka Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
923,Food-Spice,Chicken Tandoori Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
924,Food-Spice,Black Salt,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
925,Food-Spice,Pomegranate Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
926,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
927,Food-Spice,Pink Milk Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
928,Food-Spice,Vegetable Hot Soup Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
929,Food-Spice,Vegetable soup powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
930,Food Other,Chocolate Milk Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
931,Food Other,Flour,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2013-10-22,False,True
932,Food Other,Rice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22,False,True
933,Food-Spice,Georgian spice,Lead,3.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,False,False
934,Food-Spice,Georgian spice,Lead,1.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,False,False
935,Food-Spice,Georgian spice (Kharcho),Lead,1.7,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,False,False
936,Food-Spice,Georgian spice (Hot Pepper),Lead,1.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,False,False
937,Food Other,Kundal,Lead,1.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,False,False
938,Food-Spice,Georgian spice (yellow flour cilantro),Lead,4800.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-10-25,True,False
939,Food-Spice,Mixed spices,Lead,1.4,ppm,UNKNOWN OR NOT STATED,IRAQ,2013-10-25,False,False
940,Food-Spice,Mixed spices,Lead,1.0,ppm,UNKNOWN OR NOT STATED,JORDAN,2013-10-25,False,False
941,Food-Spice,Spice,Lead,4.1,ppm,UNKNOWN OR NOT STATED,INDIA,2013-10-31,False,False
942,Toys/Children's Products,Plastic toy,Lead,7.4,ppm,UNKNOWN OR NOT STATED,INDIA,2013-10-31,True,False
943,Cosmetics,Surma,Lead,770000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01,True,False
944,Cosmetics,Eyeliner pencil,Lead,7.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01,True,False
945,Cosmetics,Mascara,Lead,48.0,ppm,UNKNOWN OR NOT STATED,UNITED KINGDOM,2013-11-01,True,False
946,Food-Spice,Green brown spice,Lead,1.3,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01,False,False
947,Food-Spice,Yellow brown spice,Lead,1.7,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01,False,False
948,Food Other,Red dye - food coloring,Lead,1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01,False,False
949,Cosmetics,Surma,Lead,700000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-08,True,False
950,Toys/Children's Products,Wooden block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2013-11-08,False,True
